 0.4016629280   0.3252972163   0.0938859320   0.0916652259  -0.0133640712   0.0002416336   0.1323828772   0.1147088018   0.1502308973   0.1343214048   0.1641943281   0.1253153077  -0.0684560129  -0.0419311472   0.1035256479   0.0867834124   0.0468288324   0.0581425844
 0.3252972163   0.6412181080   0.0446163636   0.1080388675   0.0261042882  -0.0432425315   0.1079238805   0.1203107357   0.1028388881   0.1438226743   0.1394063294   0.1401414310  -0.0613569035  -0.0131544244   0.0728989987   0.1004803731   0.0377366065   0.0918430988
 0.0938859320   0.0446163636   0.7855722331   0.6252781728  -0.0751813796  -0.0238858532  -0.0726054145  -0.1126319075   0.0495794418   0.0316476579   0.2573523920   0.1974604488   0.2002619078   0.1487945189  -0.0459756719  -0.0299200886  -0.1905071212  -0.1650840111
 0.0916652259   0.1080388675   0.6252781728   0.8165890815  -0.0766383238  -0.0330487281  -0.0636506581  -0.1398559174   0.0407494068   0.0292838006   0.2475811961   0.2606743952   0.1738496567   0.2148622285  -0.0446804988  -0.0150491185  -0.1753817498  -0.1893449602
-0.0133640712   0.0261042882  -0.0751813796  -0.0766383238   0.5034436226   0.2977064075  -0.3666621007  -0.2658205330  -0.0780554566  -0.0172544505   0.0081165198   0.0610006430  -0.3971993032  -0.2789601447   0.0878550282   0.0444645202  -0.0606619327  -0.0481877424
 0.0002416336  -0.0432425315  -0.0238858532  -0.0330487281   0.2977064075   0.4662219082  -0.2771504386  -0.3673844734  -0.0378413102  -0.0231062427   0.0495592589   0.0641481388  -0.2554161968  -0.3727760053   0.0394300602   0.0601647523  -0.0524248971  -0.1100073190
 0.1323828772   0.1079238805  -0.0726054145  -0.0636506581  -0.3666621007  -0.2771504386   0.6938147123   0.5262715974   0.1763139994   0.1298382605  -0.1329238463  -0.1261451386   0.1087632617   0.0910004454   0.0342937706   0.0591043140   0.2767088855   0.2469904626
 0.1147088018   0.1203107357  -0.1126319075  -0.1398559174  -0.2658205330  -0.3673844734   0.5262715974   0.7459174126   0.1585665941   0.1638296195  -0.1492404941  -0.1586499959   0.0667061045   0.1143358332   0.0506583310   0.0730447358   0.2616589652   0.3569295382
 0.1502308973   0.1028388881   0.0495794418   0.0407494068  -0.0780554566  -0.0378413102   0.1763139994   0.1585665941   0.3142629059   0.2542282023   0.0319087729   0.0129860632   0.0070815014   0.0027487774   0.0909944842   0.1020961914   0.1107504882   0.0909013825
 0.1343214048   0.1438226743   0.0316476579   0.0292838006  -0.0172544505  -0.0231062427   0.1298382605   0.1638296195   0.2542282023   0.3305211349   0.0217295942   0.0330036366  -0.0042067767   0.0090440844   0.0973731842   0.1324487565   0.0866227602   0.0873499420
 0.1641943281   0.1394063294   0.2573523920   0.2475811961   0.0081165198   0.0495592589  -0.1329238463  -0.1492404941   0.0319087729   0.0217295942   0.4967300295   0.3465978713   0.0924004435   0.0663824467  -0.0446995189  -0.0233289484  -0.1944424852  -0.1670285026
 0.1253153077   0.1401414310   0.1974604488   0.2606743952   0.0610006430   0.0641481388  -0.1261451386  -0.1586499959   0.0129860632   0.0330036366   0.3465978713   0.4496303977   0.0062261781   0.0703638656  -0.0021642906   0.0040669035  -0.1504487835  -0.1902722249
-0.0684560129  -0.0613569035   0.2002619078   0.1738496567  -0.3971993032  -0.2554161968   0.1087632617   0.0667061045   0.0070815014  -0.0042067767   0.0924004435   0.0062261781   0.9416942376   0.6685608316  -0.1837187258  -0.1003333698  -0.1032036727  -0.0529699912
-0.0419311472  -0.0131544244   0.1487945189   0.2148622285  -0.2789601447  -0.3727760053   0.0910004454   0.1143358332   0.0027487774   0.0090440844   0.0663824467   0.0703638656   0.6685608316   0.9343634633  -0.0983292842  -0.1339735853  -0.0922828607  -0.0656326324
 0.1035256479   0.0728989987  -0.0459756719  -0.0446804988   0.0878550282   0.0394300602   0.0342937706   0.0506583310   0.0909944842   0.0973731842  -0.0446995189  -0.0021642906  -0.1837187258  -0.0983292842   0.2072167302   0.1427199826   0.0840957095   0.0624196560
 0.0867834124   0.1004803731  -0.0299200886  -0.0150491185   0.0444645202   0.0601647523   0.0591043140   0.0730447358   0.1020961914   0.1324487565  -0.0233289484   0.0040669035  -0.1003333698  -0.1339735853   0.1427199826   0.2193260976   0.0566440706   0.0897424916
 0.0468288324   0.0377366065  -0.1905071212  -0.1753817498  -0.0606619327  -0.0524248971   0.2767088855   0.2616589652   0.1107504882   0.0866227602  -0.1944424852  -0.1504487835  -0.1032036727  -0.0922828607   0.0840957095   0.0566440706   0.4256173117   0.3024604728
 0.0581425844   0.0918430988  -0.1650840111  -0.1893449602  -0.0481877424  -0.1100073190   0.2469904626   0.3569295382   0.0909013825   0.0873499420  -0.1670285026  -0.1902722249  -0.0529699912  -0.0656326324   0.0624196560   0.0897424916   0.3024604728   0.4623756674
