190 2 -0.625 -0.371 -0.083 0.484 -0.967 -0.249 -0.062 0.549 0.434 0.223 0.755 0.779 42 43 43.5 45 41 44 44.75 47.5
194 1 -0.505 -0.22 0.187 0.808 -1.156 -0.559 -0.247 0.265 -0.045 0.558 0.709 1.174 45.25 46.5 47 48.38 51 54 55 61.25
199 1 -0.565 0.167 0.527 1.012 -0.645 -0.535 -0.485 0.463 -1.127 -0.589 -0.212 0.203 47.55 49.5 50 51.25 54 50.25 63 65.5
203 2 -1.322 -0.372 0.002 0.426 -1.037 -0.674 -0.526 0.582 -0.02 0.262 0.291 0.694 45 45.75 47 48.25 46.5 48.5 45.5 53.75
205 1 -1.486 -0.96 -0.497 0.404 -1.563 -0.762 -0.469 0.554 -1.473 -0.079 -0.193 0.326 41.5 43 44 45 46 42.5 44.75 49
208 1 0.761 1.133 1.481 1.319 -0.917 -0.149 0.242 0.836 -0.026 0.253 0.363 0.706 45.25 46.5 47.5 49 44.5 51 48.5 56
210 1 -0.088 0.042 0.332 1.005 -0.494 -0.189 0.037 0.938 -0.221 0.232 0.485 0.896 45 46.5 47.5 48.63 43.25 45.5 46 48.75
214 1 -0.564 0.003 0.663 0.4 -0.333 -0.207 0.172 0.879 0.163 0.365 0.637 0.784 48 49 49.88 51.25 60.75 67.5 73.5 80.25
217 1 -0.902 -0.268 0.149 0.886 -0.44 -0.297 0.108 1.149 0.441 0.797 0.793 1.086 45.5 47 48 49.25 48 50 51 56
225 2 -0.693 -0.183 0.171 0.705 -0.735 -0.327 0.028 0.64 0.672 1.092 1.118 1.115 46 47.25 46.25 49 43 45 48 48.5
235 2 -0.928 -0.609 -0.267 0.58 -1.064 -0.432 -0.303 0.411 -0.397 0.277 0.276 0.489 43 43.5 45 45.63 41 43 44 47
236 1 -0.774 -0.558 -0.049 0.719 -1.267 -0.844 -0.327 0.204 0.594 0.585 1.13 1.604 43 44 45 46.75 38.5 41.5 41.5 45
237 2 -0.867 -0.025 0.233 1.08 -0.667 -0.661 -0.079 0.809 0.201 0.308 0.691 0.885 45 46 47.5 48.5 40.5 43.5 45 49.25
238 1 -1.059 -0.718 -0.092 0.586 -1.722 -1.587 -1.094 0.365 -0.262 0.04 0.21 0.558 43.13 44 45.38 46.5 42 46 45.25 48.5
252 2 -1.309 -0.706 -0.036 0.327 -1.315 -0.161 -0.195 0.284 -0.61 0.107 0.049 0.519 42.25 43.5 44.75 45.5 38 41 43.5 46.5
254 1 -1.273 -0.699 -0.528 -0.196 -1.368 -0.807 -0.556 -0.121 -0.292 -0.28 0.078 0.438 43.5 44.75 45.75 46.5 46 48 51.5 53.5
256 1 -1.967 -1.014 -0.504 0.158 -1.851 -1.099 -1.097 -0.157 -1.146 -0.751 -0.436 0.121 43.13 44.25 46 47 42.75 47 49 55
260 1 -0.224 -0.14 0.074 0.799 -0.624 0.069 0.164 1.129 -0.441 -0.382 -0.188 0.812 44.5 46 46.88 48.63 53.5 60.5 65.5 71.5
264 1 -1.133 -0.495 -0.594 0.102 -1.186 -1.121 -0.786 0.173 -0.538 0.462 0.364 0.744 42.5 44 44.88 46.5 46.5 52 56 61.25
273 1 -0.447 -0.378 0.477 0.893 -0.305 0.864 0.808 1.249 -0.326 0.27 0.16 0.896 47.63 49.25 50 52.2 52 57.25 64 65.75
276 2 -0.815 -0.416 -0.049 0.511 -1.344 -0.28 -0.028 1.074 -0.943 -0.677 -0.323 -0.089 42 43.25 44.88 46.5 40 42 46 49.5
290 1 -1.491 -0.814 -0.525 -0.059 -1.035 -0.649 -0.594 -0.047 -1.18 -1.348 -0.748 -0.702 42.5 44 45.75 47.5 44 48.5 51.5 57
306 1 -0.515 0.215 0.258 0.688 -0.254 0.377 1.126 1.5 0.506 0.462 0.739 1.117 47.5 48.5 49.75 51 52 52.75 57.25 59
309 1 -0.974 -0.487 0.165 0.564 -1.102 -0.753 -0.2 0.517 0.678 0.911 1.078 1.476 49 49.38 51 52.13 50.5 53.5 55 63.5
316 2 -0.083 0.593 0.808 1.323 -1.062 0.023 0.21 1.001 0.346 0.664 1.146 1.362 45.25 46 47.38 48.63 42 43 47.75 52
323 1 -0.476 -0.07 0.178 0.731 -1.001 -0.074 0.172 0.64 0.116 0.324 0.495 0.872 44 45.38 46.63 47.75 44 44.5 49 51.5
327 1 -0.07 -0.009 0.249 0.762 -0.506 -0.081 0.166 1.061 0.391 0.391 0.73 0.758 46 47.63 48.63 49.75 52 56.5 58.25 60
340 2 -0.047 -0.009 0.573 0.779 -0.241 -0.282 0.145 0.593 0.385 0.937 0.717 1.027 43 44.25 45.38 46.5 37.75 42 41.75 42.5
344 1 -1.531 -0.747 -0.119 0.027 -1.207 -0.705 -0.629 0.212 -1.005 -0.345 0.135 0.246 42 43.5 44.75 45.5 40.5 43.5 45 45.75
369 1 -0.605 0.073 0.055 0.646 -0.495 -0.273 -0.111 0.667 0.308 0.674 0.557 1.329 43.25 45.25 46.5 48 46.5 50.5 51.5 54
373 1 -0.968 -0.063 0.54 0.826 -0.756 -0.367 -0.055 0.38 -0.125 0.041 0.55 0.76 45.75 47 46.88 48 46 48 51.25 55.5
378 2 -0.904 -0.041 -0.195 -0.004 -1.077 -0.487 -0.255 0.265 -0.095 0.452 0.797 0.992 43.5 44.13 45.5 46 47 44 44 48.5
380 1 -1.147 -0.794 -0.554 -0.181 -1.263 -0.632 -0.283 0.2 -1.409 -0.951 -0.696 0.034 48.5 50 52.25 53 60 66 68.5 70.25
381 2 -0.79 -0.078 0.196 0.757 -1.014 -0.187 0.208 0.483 0.192 0.517 0.93 1.007 45.75 45.75 47.13 48.13 50 55 59 68
383 2 -0.931 0.232 -0.09 0.341 -0.862 0.265 0.316 0.684 -0.244 0.091 0.214 0.35 45 46.38 47.5 48.5 49 49 52.5 55.5
385 1 -0.92 -0.128 -0.151 0.764 -0.743 -0.293 -0.099 0.394 -0.724 -0.036 -0.154 0.715 44 46 46.75 48 57 46 59.5 66.5
387 2 -0.705 -0.656 -0.156 0.009 -1.219 -0.903 -0.335 0.248 -1.151 -0.533 -0.227 0.194 44.5 46.75 48 49 46.75 49.5 57.5 65.5
388 2 -1.745 -1.609 -1.695 -0.102 -1.773 -1.595 -1.589 -1.148 -0.834 -0.049 -0.292 0.122 41.5 43.25 43.5 44.25 35 36.5 38 42
401 2 -1.644 -0.887 -0.688 0.049 -1.185 -0.596 -0.234 0.412 -0.307 -0.354 -0.561 0.053 42 44 43.5 45 41 43 44.5 49
406 2 -1.92 -0.9 -0.374 0.301 -2.009 -0.886 -0.549 0.191 -1.282 -0.524 -0.07 -0.031 42 42.75 43.5 45.25 40.5 40.5 42.5 46.5
407 2 -0.898 -0.541 -0.177 0.396 -1.107 -0.249 -0.163 0.494 0.137 0.354 0.777 0.935 46 48.5 48.25 49.5 55 62 65.25 70.5
415 1 -0.222 0.228 0.393 1.172 -1.013 -0.611 0.092 0.953 -0.672 0.173 0.288 0.435 44.75 46 46 47.25 41.5 46 45.75 50
417 2 0.179 0.633 1.019 1.283 -0.625 -0.038 0.262 1.21 -0.181 0.317 0.221 0.725 44.75 46.75 46.25 47.38 42.5 43 45 48
418 1 -0.465 0.683 0.73 1.354 -0.459 -0.097 -0.062 0.616 0.134 0.507 0.499 0.882 44.5 45.75 46.5 47.75 44.5 45.75 47.5 48.5
420 2 -0.352 0.249 0.364 0.974 -0.773 0.005 -0.094 0.668 0.079 0.586 1.11 1.032 45.38 46.25 46.75 47.75 46 50 51 52.5
425 1 -0.573 -0.377 0.252 0.713 -1.039 -0.247 0.186 0.826 0.476 0.532 0.884 1.303 46.75 47.75 47.75 48.75 49.5 51.5 51 54
429 2 -0.834 0.003 0.355 0.878 -0.692 0.018 -0.11 0.577 0.121 0.66 0.762 1.253 46.5 47.75 48.25 49.25 46 49 49.5 52
430 2 -1.061 0.014 -0.107 0.966 -1.492 -0.051 -0.095 0.594 -0.069 0.466 0.449 0.776 44.5 45.25 45.75 47.25 38 39.5 39 41.75
435 1 -0.151 0.123 0.822 1.322 -0.909 -0.318 -0.036 0.52 0.216 0.682 0.672 0.849 43.38 44 44.5 45.25 41.5 43.25 43.5 47.25
437 2 -0.513 -0.045 0.195 0.774 -0.705 -0.176 -0.229 0.281 -0.092 -0.057 -0.039 0.381 42.25 48.5 48.75 50.25 56 56 57 59.75
442 1 -0.238 0.213 0.389 0.978 -0.927 -0.435 -0.118 0.4 0.289 0.497 0.401 0.906 47.5 48.5 49 50.5 52.5 55 54.75 58
448 1 -0.933 -0.395 -0.115 0.206 -1.092 -0.272 -0.069 0.487 0.022 0.064 0.055 0.383 46.25 47 48 49 67 71.5 75.5 87.5
449 1 -2.099 -1.453 -1.389 -0.709 -1.826 -1.542 -1.759 -0.819 -0.194 0.042 0.583 0.693 45.5 46.5 46.5 49 48 49.5 50.25 54
451 2 -0.166 0.103 0.301 0.663 -0.129 0.522 0.882 1.163 -0.08 -0.01 0.197 0.263 43.5 44.5 44.5 45.25 38 39.5 40.5 41.5
452 2 -1.256 -0.723 -0.159 -0.103 -1.076 -0.587 -0.542 0.294 0.127 0.155 0.6 0.722 44 47 47.25 49 41.25 47 47.5 51.5
456 2 -1.211 -0.566 -0.295 0.637 -1.049 -0.704 -0.401 0.353 -0.18 0.062 0.366 0.912 41.9 44.5 44.5 46.25 40 41.5 43 47
460 1 -1.833 -1.444 -1.102 -0.518 -1.125 -1.148 -1.054 -0.032 -1.445 -1.432 -0.96 -0.418 47.5 48.5 49 50 64.5 60 58.5 62
463 1 -0.931 -1.217 -0.593 0.172 -1.384 -1.086 -0.717 -0.659 -0.311 0.131 0.385 0.71 45.75 47.5 48.75 51 47.5 51.5 58 64
465 2 -1.39 -0.534 -0.165 0.477 -1.314 -0.573 -0.365 0.328 -0.847 -0.423 0.149 0.613 45.5 46.6 48 50 50.5 53.75 58.5 60.5
467 1 -1.328 -1.183 -1.083 -0.09 -1.551 -1.383 -0.601 -0.3 -0.488 0.136 0.334 0.532 46.25 47 48 49.5 53 59.5 66.5 66
476 2 -2.162 -1.263 -1.015 -0.251 -1.926 -1.452 -0.213 0.23 -1.022 -0.549 -0.362 -0.414 42 42.88 43.75 45.38 38.5 40.5 43.5 45.25
480 1 -0.883 -0.122 -0.025 0.402 -1.19 -0.675 -0.111 0.516 -0.396 0.21 0.516 0.668 50 50.55 52 53.45 69 73.5 92.25 100.5
493 1 -0.964 0.111 -0.071 0.769 -1.439 -0.667 -0.442 0.275 -0.347 0.576 0.741 1.331 48.5 49.25 50.38 51.7 58.5 62 72 86
502 2 -0.284 -0.015 1.037 1.045 -0.711 -0.381 0.278 0.852 -0.178 0.376 1.053 1.056 46 47.25 48.5 50 47 49.5 52.5 55.5
503 1 -0.933 -0.341 -0.042 0.567 -1.42 -0.79 -0.417 0.165 -1.413 -1.008 -0.448 -0.168 42.5 43.75 45.25 46.3 40 41.5 41.75 45.5
507 2 -1.449 -0.744 -0.505 -0.058 -1.92 -1.121 -0.904 -0.577 -1.106 -0.022 -0.281 0.088 45.63 47.15 48.5 49.38 57 61 68.75 72.5
508 2 -1.765 -1.303 -0.651 0.436 -1.787 -1.162 -0.782 0.201 -0.781 -0.586 -0.213 0.496 44.38 45.5 46.88 48 48.5 50 56.5 61
511 1 -1.246 -0.604 0.409 1.072 -1.56 -1.022 -0.412 0.006 0.033 0.309 0.597 0.975 43.75 45.05 46.5 48 42.5 49 48.75 54.5
515 2 -0.645 -0.413 0.021 0.34 -0.496 -0.218 -0.24 0.614 -0.597 0.082 0.332 0.182 42.88 43.1 44 45.25 39.5 41.25 44 47
518 2 -0.056 0.178 0.655 1.01 -0.265 0.309 0.619 1.017 -0.015 -0.346 0.111 0.683 46.25 48.25 49 50.5 54 57.5 49 64.5
520 1 -0.853 -0.025 0.132 0.616 -1.212 -0.788 0.127 1.009 0.154 0.098 0.22 0.594 44 46 45.88 47.65 39.5 41 43.5 45.5
563 2 -0.704 0.167 0.201 0.855 -0.783 -0.056 -0.268 0.716 -0.017 0.745 0.72 1.02 44 46.75 46.5 49 51 57 61 70
568 2 -0.629 -0.184 0.084 0.898 -0.77 -0.211 -0.175 0.436 0.536 0.813 1.004 1.188 43.25 44 44.75 46.38 39 40.5 41.5 46.5
573 1 -1.046 -0.223 0.173 0.616 -1.11 -0.151 -0.055 0.629 -0.929 -0.118 -0.17 0.161 45 46 47.5 48.63 48.5 50.5 55.5 59.5
586 1 -1.753 -0.846 -1.053 0.171 -1.88 -1.075 -0.876 -0.579 -1.207 -0.479 -0.674 -0.433 44 46 46.5 48.5 47 49 51.5 55.5
587 2 -1.144 -1.077 -0.587 0.115 -1.184 -0.271 -0.324 0.378 -1.035 -0.275 -0.521 -0.111 46.2 48 48.25 50.5 58.5 61 68 74.25
594 1 0.29 0.408 1.062 1.206 -1.004 -0.754 0.134 0.8 0.55 0.149 0.898 1.417 44.8 46 47.5 49 46 48.5 51 53.5
595 1 -1.305 -0.467 -0.164 0.384 -1.271 -0.519 -0.051 0.436 -0.699 -0.623 -0.471 0.534 43 44 45 52.5 40 45 47 46
599 1 -1.507 -0.132 0.038 0.98 -1.552 -0.481 0.047 0.818 -0.563 0.158 -0.023 1.064 44.2 45.5 44.5 48.13 42.5 45.5 41 51.25
601 2 -1.131 -0.96 -0.429 0.287 -1.612 -1.1 -0.538 0.352 -0.396 -0.345 -0.203 0.203 43 44.25 46 46.88 42.5 45.5 47.5 50.5
603 2 -1.4 -0.255 -0.162 0.525 -1.257 -0.343 -0.073 0.76 -0.567 0.086 0.154 0.242 43 44.5 45.5 46.75 46.5 48 51.5 53.5
610 2 -0.838 -0.068 0.19 0.713 -1.439 -0.618 -0.276 1.135 0.363 0.321 0.895 0.88 40.15 41.5 42 43.38 35 36.5 39.5 40
612 1 -1.066 -0.03 0.263 0.866 -0.481 -0.199 0.027 1.101 -0.034 0.226 0.749 1.298 47 47 48.25 49.5 46 50.25 51.5 53.5
615 2 -0.958 -0.425 -0.187 0.832 -1.061 -0.604 -0.384 0.288 0.038 0.086 0.25 0.589 44.15 45 46.5 47.9 43.75 47.5 49.75 53
619 2 -0.308 0.077 0.113 1.024 -0.485 0.1 0.174 0.926 -0.016 0.561 0.779 1.019 45 43.5 48 48.9 48 53.5 57.5 60
626 2 -0.922 -0.238 0.04 0.282 -0.94 -0.479 -0.235 0.396 -0.593 -0.193 0.228 0.399 44.2 46 48 48.5 53 56 61 65.5
628 2 -1.261 -0.952 -0.505 0.525 -1.285 -0.616 -0.297 0.28 -0.524 0.114 0.259 0.473 42 42 43 43.75 34.5 37 37.5 39.5
630 2 -0.348 0.218 0.203 0.76 -0.988 0.089 0.362 1.083 -0.373 0.166 0.193 0.746 43.1 44.5 45.5 46.15 35.5 37 39.5 41.75
634 1 -1.518 -0.795 -0.541 0.17 -1.27 -0.803 -0.555 0.393 -0.053 0.197 -0.108 0.59 47.5 49 50.75 51.5 47 50 53.5 56.5
638 2 -0.507 -0.339 -0.716 0.522 -0.282 -0.072 -0.735 0.943 0.238 0.104 -0.055 0.481 46 47 48 48.2 56 60 61.5 62
639 2 -1.535 -0.935 -0.541 0.029 -1.214 -0.639 0.249 0.601 -0.557 -0.371 -0.558 0.194 42.5 43.5 45 45.5 42 44.5 47.5 49
647 1 -0.797 -0.092 0.444 0.735 -1.142 -0.407 -0.104 0.385 -0.524 -0.208 -0.084 0.367 43.35 44.5 46.25 46.63 36.5 39.5 41.5 43.5
657 1 -0.303 -0.378 0.028 0.747 -0.942 -0.538 -0.066 0.604 0.158 0.24 0.505 1.775 45 46.5 48.25 49.5 40.5 44.75 48 49
661 1 -0.641 -0.003 0.278 1.113 -0.904 -0.532 -0.105 0.753 -0.337 0.138 0.118 1.161 46 47.5 48.75 50.75 52.5 54 58 64
662 1 -0.609 -0.044 0.077 1.263 -0.452 -0.123 0.167 1.115 0.42 0.383 0.63 1.617 47 48.38 49.75 50.75 53.75 56 60.5 63.5
665 1 -1.529 -1.554 -0.904 -0.478 -1.294 -1.154 -0.854 -0.18 -1.157 -1.163 -0.683 -0.298 46.5 47 49 50 46 47 51 55.75
671 1 -0.905 -0.734 -0.197 0.393 -1.19 -0.317 -0.615 0.381 -0.701 0.108 0.078 0.466 48.75 49.5 50.75 52.38 50.5 50.75 54 60
675 2 -1.127 -0.181 -0.309 0.953 -0.69 -0.714 -0.263 0.515 -0.097 -0.364 0.094 0.665 43.25 41.63 42 43 32.5 32.5 36 36.5
679 2 -1.256 -0.575 -0.409 0.946 -1.367 -0.255 -0.257 0.246 0.045 0.365 0.132 0.427 42.38 42.25 43.75 45 36 36.5 37.5 42
688 2 -1.63 -0.596 -0.502 0.476 -1.941 -0.646 -0.319 0.475 -0.61 -0.41 -0.075 0.384 43 44 45.5 46.75 42 45.5 49 53.75
701 1 -0.706 -0.531 0.028 0.725 -0.954 -0.398 -0.248 0.318 -0.239 0.062 -0.015 0.845 45.25 46.25 47 48.5 45 48.5 50 47
705 2 -1.176 -0.33 -0.249 0.324 -1.287 -0.311 -0.836 0.211 0.192 0.121 0.62 0.823 43.25 44.75 46 47.75 43 45.5 49 55.5
712 2 -0.992 -0.4 -0.342 0.414 -0.923 -0.236 -0.263 0.422 0.227 0.3 0.35 0.597 42.13 43.75 44.25 46 35.5 37.5 37 43.5
715 1 -1.624 -0.702 -0.707 0.158 -1.281 -1.077 -1.013 0.479 -0.868 -0.567 -0.31 0.192 44 45.5 46.75 48.5 40.5 47.25 50 63
722 1 -0.719 -0.323 0.337 0.911 -1.099 -0.577 -0.367 0.336 0.038 0.174 0.712 1.227 43.63 45 47 48.5 44.25 49.5 54.5 60
728 2 -0.375 -0.025 0.72 0.981 -0.157 0.013 0.049 0.972 0.33 0.709 1.326 1.25 42.5 43.13 44.5 45.75 35.5 36.5 39 40
731 2 -0.696 -0.183 -0.116 0.774 -0.273 -0.358 -0.259 0.284 0.325 0.134 0.376 0.784 47 48.25 49.25 51 49.75 55.25 60 63
736 1 -0.801 -0.554 -0.169 0.593 -0.944 -0.45 -0.291 0.063 0.117 0.355 0.558 0.687 45.5 46.5 47.5 48.63 46.75 49.5 50.5 53.5
756 1 -1.559 -1.039 -0.823 -0.063 -1.237 -0.426 -0.3 0.27 -0.868 -0.012 0.035 0.175 43 44.13 45 45.88 41 41.25 41.5 43.5
757 1 -0.038 0.681 1.136 1.266 0.09 0.674 0.988 1.18 -0.058 0.426 0.736 0.967 43.38 44.88 46 46.88 38 41 40 45.75
759 2 0.087 0.448 0.64 1.16 0.703 0.957 1.257 1.309 -0.067 0.214 0.78 0.815 42.75 43.38 44.25 46 37 38.5 40 43.5
765 1 0.551 0.762 0.979 1.227 0.097 0.833 1.154 1.387 0.222 0.809 1.001 1.172 46.15 48 49.13 50.5 46.5 49.75 55 55.5
769 1 -0.615 -0.331 0.212 0.157 -1.582 0.096 0.184 0.611 -0.309 0.413 0.342 -0.132 45.63 47 49 50 48 47 57 54.5
770 1 -1.569 -1.05 -0.938 -0.353 -1.838 -1.543 -1.304 0.401 -0.802 -1.041 -0.864 -0.203 42.15 43.25 44.5 45.75 36 38.5 39 44
786 2 -0.718 -0.257 -0.078 -0.033 -0.715 -0.315 -0.151 0.27 0.014 0.369 0.791 0.732 42.63 44.13 45.38 46.75 40.5 44 47.5 50
791 1 -0.751 -0.553 -0.026 0.858 -0.673 -0.303 -0.016 0.834 0.501 0.628 0.68 1.089 47 47.5 49 50 48 50.5 50 54
792 1 -0.963 -0.26 0.248 0.283 -0.936 -0.389 -0.209 0.55 -0.526 -0.047 0.379 0.419 44 45.5 46.88 47.5 42.5 45.5 45.5 50.5
813 1 -1.461 -1.127 -0.502 0.059 -1.368 -1.133 -0.449 0.004 -0.947 -0.901 -0.22 0.117 44 45 45.75 47.13 39 45 44.5 46.5
816 1 -0.744 0.152 -0.03 0.917 -1.043 -0.295 0.017 0.303 -0.437 0.02 0.399 1.119 44.25 45.3 46.25 47.63 42.25 46 47.5 50
820 1 -1.706 -1.075 -0.746 -0.085 -2.161 -1.598 -0.87 -0.24 -0.744 0.328 0.742 0.501 46.25 48 49 51.25 54.5 60.5 67.5 74.25
825 1 -0.932 0.11 0.474 0.748 -1.041 -0.169 -0.094 0.559 -0.034 0.298 0.951 0.818 46 47.75 48.5 50 44 47 49 51.5
826 1 -1.636 -1.507 -0.978 -0.212 -1.553 -1.133 -1.05 -0.406 -0.582 -0.21 0.061 0.525 47.5 43 44.25 46 41 50.5 54 59.5
830 2 -1.241 -0.878 -0.552 0.234 -1.723 -0.379 -0.211 0.036 -0.887 -0.091 -0.157 0.198 50.25 46.75 47 49 43.5 49 51 55
832 1 -0.526 -0.141 0.289 0.826 -1.048 -0.483 -0.085 0.521 -0.405 0.339 0.475 0.639 49 44.5 45.75 47 41.5 45.5 48 50.5
833 2 -1.55 -1.273 -1.062 0.203 -1.76 -1.032 -0.549 0.282 -1.113 -0.65 -0.274 0.128 41.25 43.5 43.75 45 41 45.5 46.5 48
841 2 -0.695 -0.447 0.02 0.58 -0.872 0.047 0.323 0.882 -0.208 0.194 0.427 0.551 40.75 42.5 42.75 44 36 37 40 43
