     1.000    24.420    26.980    39.610    55.640    19.840    22.970    43.900    44.190    31.287    25.627    22.932    22.215    69.883    44.424    68.045    51.162     9.500     0.000     1.000
     2.000    12.440    14.380    21.920    37.810     5.900    13.440    18.290    40.380    13.801    14.787     7.581    15.373    41.871    44.862    33.897    37.741     5.500     0.000     1.000
     3.000    32.430    33.510    34.300    50.180    27.640    45.020    46.990    77.720    34.970    34.675    28.052    26.841    60.424    50.260    35.844    55.477    14.000     1.000     1.000
     4.000    22.690    28.390    42.160    44.720    33.160    29.680    45.970    61.660    24.795    31.391     8.208    20.197    52.865    42.669    45.802    35.987    14.000     1.000     1.000
     5.000    28.230    37.810    41.060    70.950    27.640    44.420    65.480    64.220    25.263    30.263    15.977    35.417    67.368    86.654    72.368    60.417    11.500     0.000     1.000
     6.000    16.060    20.120    38.020    39.940     8.450    15.780    26.990    39.080    15.402    23.399    11.453    20.560    46.437    52.956    22.537    47.716    14.000     1.000     1.000
     7.000     8.500    16.490    28.710    40.830     4.850    17.240    30.750    41.030    15.380    -1.253     2.318    13.004    53.977    36.341    39.912    35.373     9.500     0.000     1.000
     8.000    14.110    20.920    21.530    25.680    18.720    21.430    33.630    42.360    19.883     6.704    14.160    14.868    26.901    33.020    21.679    22.763     5.500     0.000     1.000
     9.000    15.520    23.360    37.410    45.520    13.370    20.130    35.360    38.530    12.632    13.847    10.276    23.224    54.737    40.163    36.591    54.803     9.500     0.000     1.000
    10.000    20.070    33.380    37.710    48.650    15.260    23.670    42.590    48.390    23.690    25.446    11.416    21.786    45.119    52.232    53.508    53.929    11.500     0.000     1.000
    11.000    21.590    31.000    41.380    55.000    14.290    27.240    32.690    48.170    25.298    29.337    13.202    25.692    64.583    44.643    62.946    64.531    11.500     0.000     1.000
    12.000    15.570    19.700    26.680    34.090    11.120    19.850    32.870    35.610    22.262    12.946     6.186    16.897    43.690    39.732    25.319    28.951     9.500     0.000     1.000
    13.000    20.030    25.420    22.430    30.890    11.460    16.880    28.180    34.320    23.816    28.571    11.749    19.130    29.614    28.571    24.172    38.696     9.500     0.000     1.000
    14.000    22.750    29.450    32.990    46.900    18.590    35.610    36.810    56.200    23.333    25.000    21.429    21.250    55.476    47.959    44.388    46.696    11.500     0.000     1.000
    15.000    18.050    27.040    27.250    32.400    10.510    23.190    38.250    52.010    17.544    28.947    10.902    17.829    35.088    36.466    14.662    49.408    11.500     0.000     1.000
    16.000    22.540    26.680    28.330    41.980    23.270    30.090    44.700    45.510    20.430    35.714    11.175    24.113    46.237    35.714    38.825    45.887    14.000     1.000     1.000
    17.000    11.220    19.450    21.710    39.290    10.100    29.510    28.580    32.810    16.667     3.571     7.143    17.500    42.121    50.325    38.312    36.591     9.500     0.000     1.000
    18.000    22.960    25.270    27.440    30.540    18.850    27.030    39.280    46.410    25.476    27.934    17.538    18.192    39.762    35.587    21.365    24.888     9.500     0.000     1.000
    19.000    15.630    20.180    29.430    38.790    32.050    27.260    42.310    51.340    18.947     9.211    13.346    16.118    40.000    39.286    32.143    43.750    11.500     0.000     1.000
    20.000    17.930    29.080    39.420    55.160    31.590    36.780    53.470    58.490    25.439    19.737    16.165    18.224    67.544    57.331    53.759    57.697    11.500     0.000     1.000
    21.000    21.030    28.390    39.380    60.390    17.660    21.610    40.010    46.670     1.037    23.254    -4.524     8.361    72.148    56.587    52.619    56.694    11.500     0.000     1.000
    22.000    21.500    20.800    30.000    54.270    10.150    20.350    42.170    59.610    24.737    32.769    15.539    17.566    66.842    51.566    53.133    57.039     5.500     0.000     1.000
    23.000    20.300    28.140    27.380    30.680    17.460    17.690    33.610    43.310    12.924    24.937    17.732    24.868    37.485    28.697    25.251    32.763    11.500     0.000     1.000
    24.000    15.330    18.880    21.960    31.640     8.900    20.440    33.850    40.280    18.129    18.797    15.852    14.254    35.673    30.075    34.649    35.307     9.500     0.000     1.000
    25.000    15.640    14.480    16.670    27.290    12.250    19.700    27.710    39.140    15.952    17.347    14.158    13.438    37.381    32.653    17.985    22.813     9.500     0.000     1.000
    26.000    25.820    35.210    45.420    66.520    35.250    36.780    56.250    68.580    27.427    22.306    22.055    34.342    73.041    74.937    59.649    69.868    11.500     0.000     1.000
    27.000    24.840    30.860    47.540    56.700    24.850    42.840    62.880    64.070    29.591    31.391    20.990    28.553    64.678    65.226    58.584    56.184    14.000     1.000     1.000
    28.000    28.570    34.320    44.020    62.230    32.280    46.190    44.060    61.130    31.429    32.781    33.546    21.339    74.286    51.913    75.638    61.518    18.000     1.000     1.000
    29.000    21.070    25.090    40.180    56.150    28.580    40.030    48.430    57.310    20.788    25.584    14.805    25.659    68.061    60.649    45.974    65.205    14.000     1.000     1.000
    30.000    17.160    20.630    34.840    37.890    13.300    22.810    36.420    62.200    18.596    22.744    14.286    17.368    57.193    49.060    14.286    39.737    14.000     1.000     1.000
    31.000    27.560    33.650    51.070    64.270    25.160    37.930    47.420    54.400    30.000    30.867    27.806    32.054    80.000    65.306    69.898    62.857    11.500     0.000     1.000
    32.000    27.830    37.870    36.550    50.850    20.090    31.780    51.340    60.030    25.263    29.511    22.368    24.474    39.298    55.827    48.684    54.737    11.500     0.000     1.000
    33.000    18.600    32.600    39.270    54.870    21.980    40.850    48.500    49.520    20.000     0.893    17.411    17.969    48.571    54.464    51.849    56.808     8.000     0.000     1.000
    34.000    19.030    32.280    37.500    49.170    18.460    26.560    51.850    50.900    18.246    30.075     9.023    25.132    49.825    60.150    46.617    52.763    11.500     0.000     1.000
    35.000    19.260    31.440    34.570    34.300    14.800    29.300    44.550    48.890    15.088    24.812    16.917    17.039    46.667    28.571    35.714    26.250     8.000     0.000     1.000
    36.000    20.030    19.930    28.020    34.140    21.380    23.580    33.170    52.040    22.262    17.474    20.663    16.696    43.690    25.128    35.969    32.768     5.500     0.000     1.000
    37.000    19.430    29.380    45.800    61.370    18.070    21.240    39.120    54.620    19.123    23.684    10.338    33.421    68.246    68.797    74.248    51.842     9.500     0.000     1.000
    38.000    15.480    24.150    31.470    44.540    23.290    32.880    48.310    67.890    14.023    18.103    11.330    20.453    55.402    32.882    48.276    47.608    14.000     1.000     1.000
    39.000    12.840    19.290    25.090    32.560    22.100    29.130    52.470    68.380    21.429     4.592     4.082    10.000    35.714    23.724    27.041    38.125     9.500     0.000     1.000
    40.000    19.960    36.290    35.450    48.330    20.320    30.040    51.060    58.870    31.190    20.408    14.541    23.817    45.476    51.020    60.459    54.621     9.500     0.000     1.000
    41.000     6.580    11.430    21.700    31.280     9.200    24.960    36.180    45.440     8.571     5.612     5.612    13.571    37.143    36.224    36.224    29.643     5.500     0.000     1.000
    42.000    17.870    25.000    34.090    43.040    24.650    36.640    39.220    54.290    15.439    12.782    12.970    25.000    40.000    42.857    39.286    50.000    11.500     0.000     1.000
    43.000    20.490    27.250    34.880    49.810    20.720    36.490    46.830    63.110    17.953     6.955    22.494    24.276    42.515    52.068    52.569    47.961    11.500     0.000     1.000
    44.000    23.690    24.380    31.470    42.500    22.180    26.710    48.790    54.350    23.810    32.398    14.541    25.357    52.381    47.704    29.847    46.786     9.500     0.000     1.000
    45.000     8.720    24.110    30.640    39.970     2.860     9.310    21.430    27.330    18.452    10.969     6.441    10.179    39.881    56.888    40.880    42.321     5.500     0.000     1.000
    46.000    27.290    30.430    48.930    62.380    29.580    41.480    51.300    61.100    28.095    26.148    26.276    33.661    70.952    60.587    64.541    68.482    11.500     0.000     1.000
    47.000    13.320    17.340    32.840    44.820    19.110    32.820    42.910    46.540    16.092    10.345     6.281    18.384    50.575    32.512    58.005    40.366    11.500     0.000     1.000
