1.000 0.277 0.250 0.572 0.489 0.335
0.277 1.000 0.611 0.294 0.446 0.303
0.250 0.611 1.000 0.248 0.410 0.331
0.572 0.294 0.248 1.000 0.597 0.478
0.489 0.446 0.410 0.597 1.000 0.651
0.335 0.303 0.331 0.478 0.651 1.000

