  326.000   33.333     .        .        .      16.667     .        .        .        .        .        .        .      25.000     .        .        .        .      21.429     .        .        .      38.095     .        .        .        .        .        .        .      64.286     .        .        .        .       1.000   29.000   13.000   10.000
  348.000     .        .       8.333     .        .        .       0.000     .        .        .      16.667     .        .        .       0.000     .        .        .        .      26.190     .        .        .      47.619     .        .        .      60.714     .        .        .      75.000     .        .       1.000   27.000   10.000   11.000
  382.000     .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      29.762     .        .        .      44.048     .        .        .      48.810     .        .        .      85.714     .        .       0.000   27.000    7.000    4.000
  400.000   16.667     .        .        .      50.000     .        .        .      25.000     .        .        .      41.667     .        .        .        .      28.571     .        .        .      59.524     .        .        .      60.714     .        .        .      69.048     .        .        .        .       1.000   27.000    8.000    8.000
  405.000     .      33.333     .        .        .      33.333     .        .        .        .        .        .        .      33.333     .        .        .        .      36.905     .        .        .      48.810     .        .        .        .        .        .        .      65.476     .        .        .       1.000   27.000   14.000   11.000
  427.000     .        .        .      25.000     .        .        .      16.667     .        .        .      25.000     .        .        .      33.333     .        .        .        .      33.333     .        .        .      67.857     .        .        .      63.095     .        .        .      69.048     .       1.000   28.000    9.000    3.000
  431.000     .       0.000     .        .        .       8.333     .        .        .       8.333     .        .        .       0.000     .        .        .        .      16.667     .        .        .      26.190     .        .        .      27.381     .        .        .        .        .        .        .       0.000   27.000   10.000    9.000
  480.000     .        .        .       0.000     .        .        .       8.333     .        .        .      16.667     .        .        .       8.333     .        .        .        .      41.667     .        .        .      51.190     .        .        .      57.143     .        .        .      70.238     .       0.000   27.000   10.000   11.000
  484.000     .        .        .        .       0.000     .        .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .      79.762     .        .        .      97.619     .        .        .      82.143     .        .        .        .       0.000   28.000   13.000   11.000
  486.000     .       8.333     .        .        .       8.333     .        .        .       0.000     .        .        .       8.333     .        .        .        .      36.905     .        .        .      55.952     .        .        .      66.667     .        .        .      76.190     .        .        .       1.000   27.000    7.000    7.000
  494.000     .        .        .      16.667     .        .        .      50.000     .        .        .      41.667     .        .        .      33.333     .        .        .        .      27.381     .        .        .      48.810     .        .        .      69.048     .        .        .      82.143     .       1.000   27.000   10.000    9.000
  509.000     .      25.000     .        .        .      25.000     .        .        .      16.667     .        .        .      75.000     .        .        .        .      25.000     .        .        .      46.429     .        .        .      59.524     .        .        .      63.095     .        .        .       1.000   27.000   11.000   10.000
  522.000     .        .       8.333     .        .        .        .        .        .        .      16.667     .        .        .       8.333     .        .        .        .      35.714     .        .        .      50.000     .        .        .      66.667     .        .        .      73.810     .        .       0.000   27.000    9.000    9.000
  533.000     .       0.000     .        .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .      21.429     .        .        .      32.143     .        .        .      47.619     .        .        .      53.571     .        .        .       0.000   28.000   11.000    8.000
  555.000     .        .        .        .       8.333     .        .        .      25.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      45.238     .        .        .      67.857     .        .        .      73.810     .        .        .      80.952    0.000   28.000    9.000    5.000
  568.000   16.667     .        .        .       0.000     .        .        .       8.333     .        .        .      16.667     .        .        .        .      21.429     .        .        .      50.000     .        .        .      60.714     .        .        .      85.714     .        .        .        .       0.000   27.000    8.000    8.000
  637.000    0.000     .        .        .      25.000     .        .        .      16.667     .        .        .      16.667     .        .        .        .      30.952     .        .        .      29.762     .        .        .      39.286     .        .        .      52.381     .        .        .        .       1.000   27.000    4.000    6.000
  648.000     .        .        .        .      41.667     .        .        .       0.000     .        .        .      41.667     .        .        .      25.000     .        .        .        .      42.857     .        .        .      61.905     .        .        .      71.429     .        .        .      89.286    0.000   27.000    7.000    7.000
  689.000    0.000     .        .        .       8.333     .        .        .      16.667     .        .        .      16.667     .        .        .        .      21.429     .        .        .      28.571     .        .        .      44.048     .        .        .      64.286     .        .        .        .       0.000   26.000   12.000   13.000
  747.000     .       8.333     .        .        .      33.333     .        .        .       8.333     .        .        .       8.333     .        .        .        .      35.714     .        .        .      55.952     .        .        .      77.381     .        .        .      72.619     .        .        .       1.000   26.000    6.000    9.000
  756.000     .      25.000     .        .        .      16.667     .        .        .        .        .        .        .      41.667     .        .        .        .      27.381     .        .        .      50.000     .        .        .        .        .        .        .      79.762     .        .        .       0.000   26.000    9.000    7.000
  761.000     .        .        .        .       8.333     .        .        .      25.000     .        .        .      25.000     .        .        .       8.333     .        .        .        .      25.000     .        .        .      29.762     .        .        .      47.619     .        .        .      39.286    1.000   26.000    9.000   11.000
  768.000     .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      33.333     .        .        .      59.524     .        .        .      71.429     .        .        .      72.619     .        .       0.000   27.000   12.000   11.000
  780.000    8.333     .        .        .      25.000     .        .        .      16.667     .        .        .      25.000     .        .        .        .      21.429     .        .        .      34.524     .        .        .      71.429     .        .        .        .        .        .        .        .       1.000   26.000    9.000   11.000
  798.000    8.333     .        .        .      25.000     .        .        .      25.000     .        .        .      41.667     .        .        .        .      21.429     .        .        .      28.571     .        .        .      41.667     .        .        .      52.381     .        .        .        .       0.000   27.000   10.000   12.000
  813.000     .        .       8.333     .        .        .      16.667     .        .        .      25.000     .        .        .       8.333     .        .        .        .      33.333     .        .        .      45.238     .        .        .      46.429     .        .        .      59.524     .        .       1.000   26.000    3.000    7.000
  828.000     .      16.667     .        .        .      16.667     .        .        .      33.333     .        .        .      25.000     .        .        .        .      20.238     .        .        .      33.333     .        .        .      46.429     .        .        .      57.143     .        .        .       0.000   26.000    9.000    7.000
  851.000     .      16.667     .        .        .      41.667     .        .        .      41.667     .        .        .      58.333     .        .        .        .      36.905     .        .        .      61.905     .        .        .      73.810     .        .        .      80.952     .        .        .       0.000   26.000    9.000    8.000
  858.000     .      33.333     .        .        .       0.000     .        .        .      33.333     .        .        .      33.333     .        .        .        .      15.476     .        .        .      27.381     .        .        .      29.762     .        .        .      40.476     .        .        .       1.000   26.000   13.000   10.000
  865.000     .        .        .      33.333     .        .        .       0.000     .        .        .        .        .        .        .      50.000     .        .        .        .      27.381     .        .        .      48.810     .        .        .        .        .        .        .      64.286     .       0.000   26.000    7.000    7.000
  894.000    8.333     .        .        .      25.000     .        .        .      25.000     .        .        .      16.667     .        .        .        .      21.429     .        .        .      41.667     .        .        .      44.048     .        .        .      66.667     .        .        .        .       1.000   27.000   12.000    9.000
  906.000     .       0.000     .        .        .      16.667     .        .        .      25.000     .        .        .      16.667     .        .        .        .      20.238     .        .        .      25.000     .        .        .        .        .        .        .      29.762     .        .        .       1.000   26.000   10.000   12.000
  911.000     .        .        .        .      25.000     .        .        .       0.000     .        .        .      33.333     .        .        .       8.333     .        .        .        .      22.619     .        .        .      27.381     .        .        .      35.714     .        .        .      33.333    1.000   26.000    7.000    8.000
  936.000     .        .        .        .       0.000     .        .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .      39.286     .        .        .      52.381     .        .        .      70.238     .        .        .      69.048    0.000   26.000   10.000   10.000
  939.000     .        .        .      33.333     .        .        .      16.667     .        .        .      16.667     .        .        .      25.000     .        .        .        .      36.905     .        .        .      48.810     .        .        .      55.952     .        .        .      60.714     .       1.000   26.000    8.000   10.000
  945.000     .        .        .        .       8.333     .        .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .      32.143     .        .        .      58.333     .        .        .      59.524     .        .        .        .       0.000   27.000    8.000   11.000
  957.000     .        .       8.333     .        .        .       8.333     .        .        .       8.333     .        .        .        .        .        .        .        .      25.000     .        .        .      47.619     .        .        .      52.381     .        .        .        .        .        .       0.000   27.000   13.000    6.000
  963.000     .      50.000     .        .        .      41.667     .        .        .      25.000     .        .        .      33.333     .        .        .        .      22.619     .        .        .      35.714     .        .        .      48.810     .        .        .      52.381     .        .        .       1.000   27.000   12.000   11.000
  970.000     .        .        .      16.667     .        .        .      41.667     .        .        .       8.333     .        .        .      16.667     .        .        .        .      26.190     .        .        .      46.429     .        .        .      67.857     .        .        .      71.429     .       0.000   26.000    7.000   11.000
 1031.000     .       0.000     .        .        .       0.000     .        .        .      16.667     .        .        .       0.000     .        .        .        .      29.762     .        .        .      47.619     .        .        .      52.381     .        .        .      65.476     .        .        .       0.000   26.000    8.000    7.000
 1036.000     .        .       0.000     .        .        .      25.000     .        .        .      33.333     .        .        .       8.333     .        .        .        .      28.571     .        .        .      46.429     .        .        .      60.714     .        .        .      66.667     .        .       1.000   26.000    8.000   12.000
 1048.000     .       0.000     .        .        .       8.333     .        .        .       8.333     .        .        .      16.667     .        .        .        .      23.810     .        .        .      47.619     .        .        .        .        .        .        .      67.857     .        .        .       0.000   25.000    8.000    9.000
 1050.000    8.333     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      25.000     .        .        .        .        .        .        .      53.571     .        .        .      63.095     .        .        .        .       0.000   25.000   10.000   11.000
 1072.000     .        .        .        .      50.000     .        .        .      50.000     .        .        .        .        .        .        .        .        .        .        .        .      20.238     .        .        .      25.000     .        .        .        .        .        .        .        .       1.000   25.000    8.000    9.000
 1076.000     .        .       0.000     .        .        .       0.000     .        .        .      16.667     .        .        .      16.667     .        .        .        .      23.810     .        .        .      51.190     .        .        .      59.524     .        .        .      67.857     .        .       0.000   25.000   13.000   11.000
 1086.000     .        .       0.000     .        .        .      16.667     .        .        .       0.000     .        .        .       8.333     .        .        .        .      26.190     .        .        .      38.095     .        .        .      54.762     .        .        .      66.667     .        .       0.000   25.000    6.000    8.000
 1091.000     .        .        .       0.000     .        .        .        .        .        .        .        .        .        .        .        .        .        .        .        .      52.381     .        .        .        .        .        .        .        .        .        .        .        .        .       0.000   25.000   11.000    7.000
 1111.000     .        .        .        .       8.333     .        .        .       0.000     .        .        .      25.000     .        .        .        .        .        .        .        .      23.810     .        .        .      30.952     .        .        .      40.476     .        .        .        .       0.000   25.000    5.000    9.000
 1123.000     .       8.333     .        .        .      16.667     .        .        .       8.333     .        .        .      16.667     .        .        .        .      25.000     .        .        .      38.095     .        .        .      58.333     .        .        .      70.238     .        .        .       0.000   25.000   11.000   11.000
 1135.000     .        .        .        .       0.000     .        .        .       8.333     .        .        .       8.333     .        .        .      25.000     .        .        .        .      38.095     .        .        .      47.619     .        .        .      52.381     .        .        .      70.238    0.000   25.000    9.000   11.000
 1139.000     .        .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      28.571     .        .        .      42.857     .        .        .      54.762     .        .        .      60.714    0.000   25.000   12.000   11.000
 1166.000     .        .      33.333     .        .        .      16.667     .        .        .       8.333     .        .        .        .        .        .        .        .      21.429     .        .        .      30.952     .        .        .      45.238     .        .        .      46.429     .        .       1.000   26.000    4.000    9.000
 1170.000     .        .        .        .      25.000     .        .        .        .        .        .        .      16.667     .        .        .        .        .        .        .        .      34.524     .        .        .      47.619     .        .        .      60.714     .        .        .        .       1.000   26.000    8.000    9.000
 1193.000     .        .      41.667     .        .        .      16.667     .        .        .       8.333     .        .        .      58.333     .        .        .        .      30.952     .        .        .      41.667     .        .        .      48.810     .        .        .      73.810     .        .       1.000   25.000    8.000    7.000
 1204.000     .        .        .        .       0.000     .        .        .       0.000     .        .        .      25.000     .        .        .       0.000     .        .        .        .      41.667     .        .        .      51.190     .        .        .      57.143     .        .        .      66.667    0.000   25.000    5.000    6.000
 1220.000     .        .        .       8.333     .        .        .      25.000     .        .        .      16.667     .        .        .       8.333     .        .        .        .      54.762     .        .        .      71.429     .        .        .      72.619     .        .        .      72.619     .       0.000   26.000    9.000    4.000
 1240.000     .        .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      55.952     .        .        .      71.429     .        .        .      83.333     .        .        .      95.238    0.000   25.000   12.000   11.000
 1258.000     .        .        .        .      50.000     .        .        .      50.000     .        .        .      25.000     .        .        .      33.333     .        .        .        .      29.762     .        .        .        .        .        .        .      82.143     .        .        .      60.714    0.000   25.000   10.000    6.000
 1271.000     .        .        .      16.667     .        .        .       8.333     .        .        .       0.000     .        .        .       8.333     .        .        .        .      36.905     .        .        .      48.810     .        .        .      69.048     .        .        .      88.095     .       0.000   25.000    9.000    6.000
 1294.000     .        .        .        .       8.333     .        .        .       0.000     .        .        .       0.000     .        .        .        .        .        .        .        .      47.619     .        .        .      65.476     .        .        .      96.429     .        .        .        .       0.000   26.000    7.000    8.000
 1331.000     .        .       0.000     .        .        .      16.667     .        .        .      16.667     .        .        .       0.000     .        .        .        .      25.000     .        .        .      35.714     .        .        .      47.619     .        .        .      47.619     .        .       0.000   25.000    8.000    9.000
 1335.000     .        .        .       8.333     .        .        .       8.333     .        .        .       8.333     .        .        .      16.667     .        .        .        .      42.857     .        .        .      45.238     .        .        .      63.095     .        .        .      70.238     .       1.000   25.000    5.000    7.000
 1361.000     .        .        .       8.333     .        .        .      16.667     .        .        .       8.333     .        .        .      16.667     .        .        .        .      47.619     .        .        .      72.619     .        .        .      89.286     .        .        .      78.571     .       1.000   25.000   11.000   12.000
 1378.000     .        .        .      25.000     .        .        .       8.333     .        .        .       8.333     .        .        .       0.000     .        .        .        .      38.095     .        .        .      42.857     .        .        .      50.000     .        .        .      52.381     .       1.000   26.000   11.000   12.000
 1386.000     .        .        .      41.667     .        .        .        .        .        .        .       0.000     .        .        .       0.000     .        .        .        .      28.571     .        .        .        .        .        .        .      39.286     .        .        .        .        .       1.000   25.000    7.000   12.000
 1392.000     .        .        .        .      16.667     .        .        .        .        .        .        .       0.000     .        .        .      16.667     .        .        .        .      33.333     .        .        .      60.714     .        .        .      91.667     .        .        .      79.762    0.000   26.000    4.000   10.000
 1412.000     .      16.667     .        .        .      25.000     .        .        .      16.667     .        .        .      16.667     .        .        .        .      66.667     .        .        .      54.762     .        .        .      71.429     .        .        .      75.000     .        .        .       1.000   25.000   10.000    7.000
 1419.000     .        .       8.333     .        .        .       8.333     .        .        .        .        .        .        .        .        .        .        .        .      21.429     .        .        .      35.714     .        .        .        .        .        .        .        .        .        .       1.000   24.000    8.000    8.000
 1422.000     .       8.333     .        .        .      33.333     .        .        .       8.333     .        .        .        .        .        .        .        .      21.429     .        .        .      45.238     .        .        .      55.952     .        .        .        .        .        .        .       0.000   25.000    8.000    8.000
 1456.000     .        .       0.000     .        .        .       0.000     .        .        .      16.667     .        .        .      41.667     .        .        .        .      27.381     .        .        .      52.381     .        .        .      66.667     .        .        .      85.714     .        .       0.000   24.000    9.000   11.000
 1463.000     .        .       8.333     .        .        .      16.667     .        .        .      16.667     .        .        .      33.333     .        .        .        .      26.190     .        .        .      44.048     .        .        .      57.143     .        .        .      64.286     .        .       1.000   25.000    9.000    7.000
 1466.000     .        .        .        .       8.333     .        .        .       0.000     .        .        .       0.000     .        .        .      25.000     .        .        .        .      41.667     .        .        .      50.000     .        .        .      58.333     .        .        .      52.381    0.000   24.000   10.000    7.000
 1491.000     .      16.667     .        .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .      27.381     .        .        .      50.000     .        .        .      63.095     .        .        .      64.286     .        .        .       1.000   25.000   12.000   11.000
 1498.000     .       8.333     .        .        .      25.000     .        .        .       0.000     .        .        .      16.667     .        .        .        .      45.238     .        .        .      65.476     .        .        .      92.857     .        .        .        .        .        .        .       1.000   24.000   10.000   11.000
 1515.000     .      33.333     .        .        .      25.000     .        .        .      41.667     .        .        .      33.333     .        .        .        .      25.000     .        .        .      35.714     .        .        .      44.048     .        .        .      57.143     .        .        .       1.000   24.000    8.000   10.000
 1530.000     .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      32.143     .        .        .      55.952     .        .        .      70.238     .        .        .      82.143     .        .       1.000   24.000    8.000   12.000
 1537.000     .       8.333     .        .        .       0.000     .        .        .       8.333     .        .        .      16.667     .        .        .        .      21.429     .        .        .      36.905     .        .        .      44.048     .        .        .      51.190     .        .        .       0.000   24.000    6.000    7.000
 1550.000     .        .        .      33.333     .        .        .      16.667     .        .        .        .        .        .        .        .        .        .        .        .      46.429     .        .        .      60.714     .        .        .        .        .        .        .        .        .       0.000   24.000    5.000    8.000
 1552.000   25.000     .        .        .       0.000     .        .        .      25.000     .        .        .       0.000     .        .        .        .      21.429     .        .        .      41.667     .        .        .      53.571     .        .        .      70.238     .        .        .        .       1.000   25.000   13.000    8.000
 1559.000     .        .        .        .      33.333     .        .        .      33.333     .        .        .      25.000     .        .        .      16.667     .        .        .        .      27.381     .        .        .      32.143     .        .        .      48.810     .        .        .      52.381    0.000   24.000   10.000    3.000
 1577.000     .      33.333     .        .        .      66.667     .        .        .      50.000     .        .        .        .        .        .        .        .      21.429     .        .        .      30.952     .        .        .      39.286     .        .        .        .        .        .        .       1.000   25.000    2.000    0.000
 1582.000     .      41.667     .        .        .       8.333     .        .        .       0.000     .        .        .        .        .        .        .        .      27.381     .        .        .      71.429     .        .        .      92.857     .        .        .        .        .        .        .       0.000   24.000   11.000    8.000
 1584.000     .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .       8.333     .        .        .        .      25.000     .        .        .      36.905     .        .        .      46.429     .        .        .      55.952     .        .       0.000   25.000   12.000    9.000
 1599.000   16.667     .        .        .      58.333     .        .        .        .        .        .        .        .        .        .        .        .      21.429     .        .        .        .        .        .        .      28.571     .        .        .        .        .        .        .        .       1.000   24.000    7.000    9.000
 1608.000     .        .        .       8.333     .        .        .      33.333     .        .        .      16.667     .        .        .      33.333     .        .        .        .      45.238     .        .        .      57.143     .        .        .        .        .        .        .      83.333     .       1.000   24.000    6.000    5.000
 1621.000     .        .        .        .       0.000     .        .        .       8.333     .        .        .      25.000     .        .        .      25.000     .        .        .        .      41.667     .        .        .      57.143     .        .        .      64.286     .        .        .      73.810    1.000   25.000   11.000   11.000
 1639.000     .       0.000     .        .        .       8.333     .        .        .       8.333     .        .        .       0.000     .        .        .        .      17.857     .        .        .      23.810     .        .        .        .        .        .        .      30.952     .        .        .       1.000   24.000   12.000    9.000
 1648.000     .        .        .      41.667     .        .        .      16.667     .        .        .        .        .        .        .       8.333     .        .        .        .      48.810     .        .        .      55.952     .        .        .        .        .        .        .      76.190     .       1.000   25.000   11.000    9.000
 1652.000     .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .       0.000     .        .        .        .      42.857     .        .        .      64.286     .        .        .      73.810     .        .        .      91.667     .        .       0.000   25.000   11.000   11.000
 1659.000     .       0.000     .        .        .       0.000     .        .        .      25.000     .        .        .      16.667     .        .        .        .      44.048     .        .        .      61.905     .        .        .      67.857     .        .        .      92.857     .        .        .       1.000   25.000    8.000    9.000
 1665.000     .        .        .        .       0.000     .        .        .      33.333     .        .        .      41.667     .        .        .      25.000     .        .        .        .      51.190     .        .        .      59.524     .        .        .      63.095     .        .        .      79.762    0.000   24.000    5.000   11.000
 1666.000     .        .        .      16.667     .        .        .      25.000     .        .        .      33.333     .        .        .      25.000     .        .        .        .      55.952     .        .        .      63.095     .        .        .      72.619     .        .        .      83.333     .       1.000   24.000    7.000   11.000
 1682.000     .      16.667     .        .        .       8.333     .        .        .        .        .        .        .       8.333     .        .        .        .      21.429     .        .        .      34.524     .        .        .        .        .        .        .      50.000     .        .        .       0.000   24.000    7.000    5.000
 1700.000    0.000     .        .        .      33.333     .        .        .      83.333     .        .        .      58.333     .        .        .        .      21.429     .        .        .      53.571     .        .        .      66.667     .        .        .      69.048     .        .        .        .       1.000   24.000    5.000    5.000
 1741.000     .        .      16.667     .        .        .      16.667     .        .        .      25.000     .        .        .      16.667     .        .        .        .      25.000     .        .        .      41.667     .        .        .      53.571     .        .        .      60.714     .        .       1.000   23.000   10.000    4.000
 1756.000     .        .        .      25.000     .        .        .      41.667     .        .        .      41.667     .        .        .      25.000     .        .        .        .      28.571     .        .        .      44.048     .        .        .      55.952     .        .        .      65.476     .       1.000   23.000    8.000    7.000
 1763.000     .        .       8.333     .        .        .       8.333     .        .        .      33.333     .        .        .      25.000     .        .        .        .      30.952     .        .        .      61.905     .        .        .        .        .        .        .        .        .        .       0.000   23.000    6.000    6.000
 1810.000     .      25.000     .        .        .      16.667     .        .        .        .        .        .        .        .        .        .        .        .      25.000     .        .        .      27.381     .        .        .        .        .        .        .        .        .        .        .       0.000   23.000    8.000    6.000
 1828.000     .        .       8.333     .        .        .      50.000     .        .        .      16.667     .        .        .      25.000     .        .        .        .      29.762     .        .        .      55.952     .        .        .      63.095     .        .        .      65.476     .        .       1.000   24.000    9.000    7.000
 1830.000    8.333     .        .        .       0.000     .        .        .      16.667     .        .        .       0.000     .        .        .        .      22.619     .        .        .      65.476     .        .        .      65.476     .        .        .      65.476     .        .        .        .       0.000   24.000    9.000    7.000
 1836.000     .        .        .        .       8.333     .        .        .       8.333     .        .        .      16.667     .        .        .       8.333     .        .        .        .      25.000     .        .        .      29.762     .        .        .      36.905     .        .        .      40.476    0.000   23.000    4.000    3.000
 1843.000     .        .        .      16.667     .        .        .       8.333     .        .        .      33.333     .        .        .        .        .        .        .        .      27.381     .        .        .      39.286     .        .        .      39.286     .        .        .        .        .       0.000   24.000    9.000   11.000
 1848.000    0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      21.429     .        .        .      29.762     .        .        .      47.619     .        .        .      48.810     .        .        .        .       1.000   23.000   12.000   10.000
 1886.000     .       8.333     .        .        .      16.667     .        .        .       8.333     .        .        .       8.333     .        .        .        .      35.714     .        .        .      45.238     .        .        .      53.571     .        .        .      65.476     .        .        .       1.000   24.000    3.000    5.000
 1888.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      29.762     .        .        .      30.952     .        .        .      44.048     .        .        .      41.667     .       0.000   24.000    6.000    7.000
 1926.000   16.667     .        .        .      16.667     .        .        .       0.000     .        .        .        .        .        .        .        .      20.238     .        .        .      26.190     .        .        .        .        .        .        .        .        .        .        .        .       1.000   24.000    6.000    5.000
 1934.000     .        .        .      58.333     .        .        .      41.667     .        .        .      41.667     .        .        .      33.333     .        .        .        .      38.095     .        .        .      65.476     .        .        .      66.667     .        .        .      58.333     .       1.000   23.000   10.000    3.000
 1940.000     .       0.000     .        .        .      50.000     .        .        .      25.000     .        .        .      25.000     .        .        .        .      22.619     .        .        .      33.333     .        .        .      39.286     .        .        .      42.857     .        .        .       0.000   23.000    4.000    6.000
 1969.000     .       8.333     .        .        .      41.667     .        .        .      16.667     .        .        .      16.667     .        .        .        .      21.429     .        .        .      57.143     .        .        .      77.381     .        .        .      80.952     .        .        .       1.000   24.000   12.000   10.000
 1975.000     .        .      33.333     .        .        .      25.000     .        .        .      33.333     .        .        .      33.333     .        .        .        .      28.571     .        .        .      45.238     .        .        .      55.952     .        .        .      61.905     .        .       1.000   23.000    7.000    9.000
 1996.000     .        .        .      25.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .        .        .        .        .      21.429     .        .        .      48.810     .        .        .      63.095     .        .        .      94.048     .       1.000   24.000   10.000   11.000
 2025.000     .      33.333     .        .        .      33.333     .        .        .      66.667     .        .        .        .        .        .        .        .      34.524     .        .        .      34.524     .        .        .      53.571     .        .        .        .        .        .        .       1.000   23.000   12.000   10.000
 2031.000     .        .        .      25.000     .        .        .      75.000     .        .        .      33.333     .        .        .      58.333     .        .        .        .      33.333     .        .        .      45.238     .        .        .      51.190     .        .        .      59.524     .       0.000   23.000    6.000    7.000
 2039.000    0.000     .        .        .      25.000     .        .        .        .        .        .        .        .        .        .        .        .      20.238     .        .        .      50.000     .        .        .        .        .        .        .        .        .        .        .        .       1.000   23.000    6.000    6.000
 2058.000     .        .       8.333     .        .        .       0.000     .        .        .      16.667     .        .        .      33.333     .        .        .        .      41.667     .        .        .      50.000     .        .        .      70.238     .        .        .      75.000     .        .       1.000   24.000    5.000    7.000
 2069.000    8.333     .        .        .      16.667     .        .        .      25.000     .        .        .      16.667     .        .        .        .      20.238     .        .        .      30.952     .        .        .      36.905     .        .        .      41.667     .        .        .        .       1.000   24.000    7.000    9.000
 2199.000     .       0.000     .        .        .       0.000     .        .        .       8.333     .        .        .       0.000     .        .        .        .      21.429     .        .        .      32.143     .        .        .      41.667     .        .        .      44.048     .        .        .       0.000   22.000    6.000    7.000
 2201.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .       0.000     .        .        .        .      44.048     .        .        .      70.238     .        .        .      72.619     .        .        .      98.810     .       1.000   22.000   11.000   10.000
 2271.000     .        .      16.667     .        .        .      16.667     .        .        .      33.333     .        .        .      41.667     .        .        .        .      36.905     .        .        .        .        .        .        .      65.476     .        .        .      73.810     .        .       1.000   22.000   11.000    7.000
 2287.000     .        .        .        .      25.000     .        .        .       8.333     .        .        .      16.667     .        .        .      25.000     .        .        .        .      41.667     .        .        .      53.571     .        .        .      57.143     .        .        .        .       0.000   22.000    2.000    5.000
 2291.000     .      41.667     .        .        .      16.667     .        .        .       8.333     .        .        .      16.667     .        .        .        .      19.048     .        .        .      26.190     .        .        .        .        .        .        .      32.143     .        .        .       0.000   22.000    8.000   12.000
 2375.000    0.000     .        .        .       8.333     .        .        .       8.333     .        .        .       8.333     .        .        .        .      23.810     .        .        .      39.286     .        .        .      47.619     .        .        .      55.952     .        .        .        .       0.000   23.000   11.000    9.000
