 1.0000   .6667   .6931   .8460   .4561   .4312   .4833    .3610  
  .6667  1.0000   .7117   .7633   .5265   .4627   .5319    .3912  
  .6931   .7117  1.0000   .7355   .5023   .5071   .4936    .4277  
  .8460   .7633   .7355  1.0000   .4865   .5081   .5436    .4157  
  .4561   .5265   .5023   .4865  1.0000   .5405   .4558    .5151  
  .4312   .4627   .5071   .5081   .5405  1.0000   .3726    .5906  
  .4833   .5319   .4936   .5436   .4558   .3726  1.0000    .3137  
  .3610   .3912   .4277   .4157   .5151   .5906   .3137   1.0000  
