3.296  0.805  1.654  0.884  0.901  0.671  0.512
0.805  2.619  1.020  0.287  0.881  0.382  0.292
1.654  1.020  4.007  0.512  1.001  0.686  0.523
0.884  0.287  0.512  2.957  1.219  1.893  0.691
0.901  0.881  1.001  1.219  3.316  1.373  0.872
0.671  0.382  0.686  1.893  1.373  3.163  0.798
0.512  0.292  0.523  0.691  0.872  0.798  2.418
